pack_name,brand_0,brand_1,piece_count_0,piece_count_1,diff_0,diff_1,num_puzzles
Ecru Puzzles Jethro Buck Forest Ecru Puzzles Auguste Herbin Quai Du Port De Bastia,Ecru,,285,318,Average,Average,2
Artifact Puzzles Kevin Sloan The Messenger Artifact Puzzles Tomasz Pietrzyk Circle Of Time,Artifact,,313,220,Average,Average,2
Ecru Puzzles Aaron Wolf The Kingdom Artifact Puzzles Joe Vaux Big Fish Eat Little Fish,Artifact,Ecru,214,402,Hard,A-Easy,2
Ecru Puzzles Franz Marc Cat Ecru Puzzles Patricia Hopwood-Wade Snowbirds,Ecru,,138,209,Really-Hard,Hard,2
Artifact Puzzles Richard Friend The Just Reproach Artifact Puzzles Jim Flora Tenement K,Artifact,,396,436,Average,Average,2
Artifact Puzzles Rachell Sumpter Islander Artifact Puzzles Paul Bond Octopus,Artifact,,262,140,A-Easy,A-Easy,2
Mr. Gogo Puzzles Watermelon TurtleTeasers Melissa Lipton Colorado Aspens,Other-Hand-cut,,443,157,Really-Hard,Hard,2
Snowflake Puzzles Magnificent Wave Snowflake Puzzles Autumn Forest,Other-Hand-cut,,350,350,Average,Average,2
BCB Puzzles Henry Victor Lesur Marchands Des Fleurs Black Bear Puzzles In Search Of Sea,Other-Hand-cut,,300,350,Average,A-Easy,2
Artifact Puzzles Susan Loy Bill Of Rights Artifact Puzzles Susan Loy Marriage Of Two Minds,Artifact,,303,255,Hard,Hard,2
Artifact Puzzles Poynter Israel In Egypt Artifact Puzzles Bruegel Tower of Babel,Artifact,,310,377,Average,Hard,2
Artifact Puzzles Kandinsky Far Away Artifact Puzzles Tyson Grumm Slacking Pandas,Artifact,,232,224,A-Easy,A-Easy,2
Artifact Puzzles Tomasz Pietrzyk Romeo And Juliet Artifact Puzzles Victor Molev The Aviator,Artifact,,424,383,Average,Average,2
Artifact Puzzles APAK Harmonious Kingdom Artifact Puzzles Martin Heade Two Hummingbirds At Nest,Artifact,,434,289,A-Easy,Average,2
Artifact Puzzles Arreguin Jaguars ,Artifact,,505,,Hard,Average,1
Artifact Puzzles Edward Henry Potthast Brighton Beach Artifact Puzzles Van Gogh Boats,Artifact,,170,325,Average,Average,2
Artifact Puzzles Valeriane Le Blonde Mis Mai Artifact Puzzles Edward Henry Potthast Brighton Beach,Artifact,,238,170,A-Easy,Hard,2
Artifact Puzzles Renoir Oarsmen Artifact Puzzles Van Gogh Bedroom In Arles,Artifact,,297,347,Hard,Average,2
Artifact Puzzles Diego Mazzeo Mechanical Griffin Artifact Puzzles Galaxy Trucker,Artifact,,207,198,A-Easy,A-Easy,2
Artifact Puzzles Big San Francisco Literary Map Artifact Puzzles Roedig Flowers,Artifact,,367,293,A-Easy,A-Easy,2
Artifact Puzzles William Gropper Folklore Map Artifact Puzzles Kirby Scudder Palo Alto Map,Artifact,,348,418,Average,Average,2
Artifact Puzzles Karla Gerard Evening Stars Artifact Puzzles Susan Loy Bill Of Rights,Artifact,,644,303,A-Easy,Average,2
Artifact Puzzles Qiu Ying Han Palace Artifact Puzzles Guiseppe Arcimboldo Vertumnus,Artifact,,423,314,Hard,Average,2
Artifact Puzzles Daniel Merriam Flight of Scarlet Artifact Puzzles Tomasz Pietrzyk Red Towers,Artifact,,364,248,Really-Hard,Hard,2
Artifact Puzzles Claire Henley Sailing Round The Mount Artifact Puzzles Angie Rees When Whales Set Sail,Artifact,,256,278,A-Easy,A-Easy,2
Artifact Puzzles Jonik Rapunzel Artifact Puzzles Jonik Troll Toll,Artifact,,411,365,A-Easy,A-Easy,2
Artifact Puzzles Isabelle Plante La Connaissance Artifact Puzzles Justin Hillgrove Word Travels West,Artifact,,379,548,Average,Average,2
Artifact Puzzles Renoir Dance At Le Moulin De La Galette Artifact Puzzles Monet Woman With Parasol,Artifact,,347,357,Average,Average,2
Artifact Puzzles Gustav Klimt The Kiss  Artifact Puzzles Tyson Grumm The Sleepover,Artifact,,338,405,Average,Average,2
Artifact Puzzles Paul Bond The Yogi Artifact Puzzles Rachell Sumpter Islander,Artifact,,310,262,Hard,Hard,2
Ecru Puzzles Nicole Gustafsson The Bookkeeper Artifact Puzzles Kevin Sloan Fragile Habitat,Artifact,Ecru,372,360,Hard,Average,2
Artifact Puzzles Hopwood-Wade Emu Afternoon Tea Artifact Puzzles Tomasz Pietrzyk Romeo And Juliet,Artifact,,346,424,Average,Average,2
Ecru Puzzles Erin Hanson Layers Of Afternoon Ecru Puzzles Erin Hanson Hues Of Zion,Ecru,,287,219,A-Easy,Average,2
Artifact Puzzles Angie Rees The Skating Party Artifact Puzzles Vikram Madan North Star,Artifact,,505,480,Average,Average,2
Artifact Puzzles Paul Klee Fish Magic Artifact Puzzles Vikram Madan Physical Impossibility,Artifact,,254,292,Hard,A-Easy,2
Artifact Puzzles Gustav Klimt Death And Life Artifact Puzzles Breach Of Contract,Artifact,,361,268,Hard,A-Easy,2
Artifact Puzzles Tyson Grumm The Sleepover Artifact Puzzles Audubun Carolina Parakeets,Artifact,,405,422,Average,Hard,2
Artifact Puzzles Angie Rees The Carrot Artifact Puzzles Kozyndan Bunny Blossoms,Artifact,,304,380,A-Easy,Average,2
Artifact Puzzles Monet Summer Artifact Puzzles Van Gogh De Sterrennacht,Artifact,,311,336,Average,Average,2
Artifact Puzzles Bokuyo Forest  ,Artifact,,689,,Really-Hard,Average,1
Artifact Puzzles Some Enchanted Evening Artifact Puzzles Randal Spangler Fireside Fairytales,Artifact,,422,364,Average,Average,2
Artifact Puzzles Rachell Sumpter Old Friend Artifact Puzzles Ito Jakuchu Plum Blossoms,Artifact,,290,311,Hard,Really-Hard,2
Artifact Puzzles Erin Hanson Crystal Grove Artifact Puzzles Matt Lyon Monastery,Artifact,,357,460,Really-Hard,Hard,2
Artifact Puzzles Gerome Carpet Merchant Artifact Puzzles Brueghel Noahs Ark,Artifact,,400,311,Average,A-Easy,2
Artifact Puzzles Tomasz Pietrzyk Tall Tower Artifact Puzzles Justin Hillgrove Imps And Monsters,Artifact,,629,442,A-Easy,A-Easy,2
Artifact Puzzles Rachell Sumpter Islander Artifact Puzzles Roch Urbaniak Sage Of Yamatai,Artifact,,262,346,Average,Hard,2
Artifact Puzzles Bek Cruddace British Isles Map Artifact Puzzles Jim Flora Chioggia,Artifact,,493,359,A-Easy,A-Easy,2
Artifact Puzzles Kevin Sloan Our Gentle Giant Artifact Puzzles APAK Islands Of Life,Artifact,,326,165,Hard,Hard,2
Ecru Puzzles Edward Binkley Village Scene Ecru Puzzles Scott Gustafson Belling The Cat,Ecru,,309,364,Average,Average,2
Artifact Puzzles Bill Carman Golden Whistle Artifact Puzzles Jim Flora Big Bank Robbery,Artifact,,318,302,Hard,Hard,2
Ecru Puzzles Hokusai Wave Ecru Puzzles Rachell Sumpter Wild Moor,Ecru,,327,260,Hard,A-Easy,2
CobbPodgery WPA Poster Let Them Grow DaVici My Child,DaVici,Other-Hand-cut,430,300,Average,Average,2
Artifact Puzzles Eric Joyner Comrades Artifact Puzzles Joe Vaux Message In A Bottle,Artifact,,180,296,A-Easy,Average,2
Artifact Puzzles Aaron Wolf Cathedral Of The Changing Tides Ecru Puzzles Erin Hanson Layers Of Afternoon,Artifact,Ecru,360,287,Hard,Average,2
Artifact Puzzles Jonik Troll Toll Artifact Puzzles Eric Joyner Tiki Misadventure,Artifact,,365,540,A-Easy,A-Easy,2
Artifact Puzzles Sophie Taeuber-Arp Composition Artifact Puzzles August Macke Turkish Cafe,Artifact,,302,478,Hard,Average,2
Artifact Puzzles Justin Hillgrove Overwhelming Odds Artifact Puzzles Angie Rees Boobie Trapped,Artifact,,257,340,A-Easy,A-Easy,2
Ecru Puzzles Maurice Denis Pittsburgh Sunset Ecru Puzzles Nicole Gustafsson The Bookkeeper,Ecru,,290,372,Hard,Hard,2
Artifact Puzzles Hieronymus Bosch Garden Of Earthly Delights ,Artifact,,529,,Average,Average,1
Artifact Puzzles Allie Sullberg Lets Dance Ecru Puzzles Mystery Puzzle #21,Artifact,Ecru,367,181,Average,Average,2
Artifact Puzzles Armand Point Unicorn Artifact Puzzles Sleeping Princess,Artifact,,111,137,A-Easy,A-Easy,2
Artifact Puzzles Bikaner Elephants Artifact Puzzles Raoul Dufy Boats,Artifact,,170,136,A-Easy,A-Easy,2
Artifact Puzzles Carl Larsson Holiday Reading Artifact Puzzles Dove Of The Holy Spirit,Artifact,,163,88,Average,Hard,2
Artifact Puzzles Egon Schiele Four Trees Artifact Puzzles Autumn Egrets,Artifact,,79,130,Hard,Average,2
Artifact Puzzles Eric Joyner Recaptcha Artifact Puzzles Nicoletta Ceccoli Love Will Tear Us Apart,Artifact,,150,181,A-Easy,A-Easy,2
Artifact Puzzles Hokusai Dragon Artifact Puzzles Franz Marc 1912 Blue Horse,Artifact,,81,96,Really-Hard,Average,2
Artifact Puzzles Kawase Hasui Fall Artifact Puzzles Justin Hillgrove Arcane Shelfie,Artifact,,135,121,Average,A-Easy,2
Artifact Puzzles Kiyochika Persimmon Tree Artifact Puzzles Iwona Lifsches Afternoon Ride,Artifact,,81,121,A-Easy,A-Easy,2
Artifact Puzzles Leighton Accolade Artifact Puzzles Birds at Baran,Artifact,,85,91,Average,Hard,2
Artifact Puzzles Little Seamaid Artifact Puzzles Indian Palace,Artifact,,74,171,Average,Average,2
Artifact Puzzles Rachel Pedder-Smith Herbarium Artifact Puzzles Kessel Butterflies,Artifact,,79,161,Really-Hard,Really-Hard,2
Artifact Puzzles Randal Spangler Computer Catastrophes Artifact Puzzles Annya Kai Fabric Owls,Artifact,,182,156,A-Easy,A-Easy,2
Artifact Puzzles Richard La Barre Goodwin Strawberries Artifact Puzzles Karla Gerard Dusk,Artifact,,157,147,Average,A-Easy,2
Artifact Puzzles Tomasz Pietrzyk Cello Artifact Puzzles William Glackens Cape Cod Pier,Artifact,,165,139,A-Easy,Hard,2
Artifact Puzzles Varangian Artifact Puzzles Tyukanov Cheshire Cat,Artifact,,72,162,A-Easy,Average,2
Ecru Puzzles Awa Tsireh Animal Designs Ecru Puzzles Kawase Hasui Shiba Benten Pond,Ecru,,105,89,Really-Hard,Average,2
Ecru Puzzles Winslow Homer Watching The Tide Ecru Puzzles Rachell Sumpter Brothers In Sport,Ecru,,166,179,Average,Hard,2
Ecru Puzzles Rogier Van Der Weyden Saint George And The Dragon Ecru Puzzles Allen Gilbert Cram Fishermans Cottages,Ecru,,168,158,Average,A-Easy,2
Ecru Puzzles Kawase Hasui Fall Artifact Puzzles Rachell Sumpter Old Friend,Artifact,Ecru,135,290,Average,Really-Hard,2
Artifact Puzzles Victor Molev Tale Of The Lost Space Ecru Puzzles Aaron Wolf The Kingdom,Artifact,Ecru,303,214,Really-Hard,A-Easy,2
Ecru Puzzles Ragamala Mughal Miniature Ecru Puzzles Mystery Puzzle #11,Ecru,,80,145,A-Easy,Hard,2
DaVici Puzzles Anton Gorcevic I Had A Dream Once DaVici Puzzles Sergey Adeev Day and Night,DaVici,,350,280,A-Easy,A-Easy,2
Ecru Puzzles Ton Dubbeldam Grand Italia Artifact Puzzles Allie Sullberg Lets Dance,Artifact,Ecru,270,367,A-Easy,Hard,2
Artifact Puzzles Joe Vaux Big Fish Eat Little Fish Artifact Puzzles Victor Molev Tale Of The Lost Space,Artifact,,402,252,Hard,Really-Hard,2
Artifact Puzzles Vikram Madan Caf-Fiend Artifact Puzzles Hoefnagel Pear,Artifact,,81,106,A-Easy,A-Easy,2
Artifact Puzzles Justin Hillgrove Word Travels South Artifact Puzzles Kevin Sloan The Gift Arrives,Artifact,,456,344,A-Easy,A-Easy,2
Artifact Puzzles Vikram Madan Social Distancing Artifact Puzzles Tyson Grumm Slacking Pandas,Artifact,,228,224,Average,A-Easy,2
Artifact Puzzles Vikram Madan Birds Of A Feather Artifact Puzzles Hayley Lever Dancing Boats Marblehead,Artifact,,103,111,A-Easy,Hard,2
Artifact Puzzles Angie Rees Boobie Trapped Artifact Puzzles Jonik Rapunzel,Artifact,,340,411,Average,Average,2
Artifact Puzzles Tomasz Pietrzyk Tall Tower Artifact Puzzles Kevin Sloan Burden of Formality,Artifact,,629,432,Really-Hard,Hard,2
Artifact Puzzles Dennis Brady Cercles Et Des Carres Artifact Puzzles Gaugin La Orana Maria,Artifact,,65,268,A-Easy,Hard,2
Artifact Puzzles Kevin Sloan Migration Of Knowledge  Artifact Puzzles Gavin Watson Creature Comforts,Artifact,,513,322,A-Easy,A-Easy,2
Artifact Puzzles Eric Joyner Indecision Artifact Puzzles Alceste Campriani Pappagalli,Artifact,,166,201,Average,Average,2
Artifact Puzzles Tyukanov Uprising Of The Sausages Artifact Puzzles Munch The Scream,Artifact,,360,232,Average,Really-Hard,2
Artifact Puzzles Georgia OKeefe Reflections Ecru Puzzles Rachel Sumpter Brothers In Sport,Artifact,Ecru,205,179,Hard,Average,2
Artifact Puzzles Jonik Rapunzel Artifact Puzzles William Gropper Folklore Map,Artifact,,411,348,Average,Average,2
Artifact Puzzles Seurat Grande Jatte Artifact Puzzles Klimt The Kiss ,Artifact,,428,338,Really-Hard,Hard,2
Artifact Puzzles Haeckel Jellyfish Artifact Puzzles Matisse Flowers,Artifact,,198,166,A-Easy,A-Easy,2
Artifact Puzzles Tyukanov Flying Bottle Artifact Puzzles Tyukanov Moon,Artifact,,300,300,Average,Hard,2
Artifact Puzzles Joachim Patinir Crossing the River Styx Artifact Puzzles Ton Schulten Langs De Oever,Artifact,,168,134,Average,A-Easy,2
Ecru Puzzles Van Gogh Almond Blossoms Ecru Puzzles Van Hulsdonck Lemons,Ecru,,210,232,Hard,Hard,2
Artifact Puzzles Aaron Wolf Cathedral Of The Changing Tides Artifact Puzzles Jeyselle Solentiname Jungle,Artifact,,360,319,Hard,Hard,2
Artifact Puzzles Joe Vaux Feathered Friends Artifact Puzzles Nicoletta Ceccoli Its My Party,Artifact,,134,216,Average,A-Easy,2
Artifact Puzzles Dany Paragouteva Magic Carpet Artifact Puzzles Matte Stephens Central Park Fifth Avenue,Artifact,,305,439,Average,Hard,2
Artifact Puzzles Joe Vaux Grass Is Greener Artifact Puzzles Justin Hillgrove Mad Tea Party,Artifact,,154,206,A-Easy,A-Easy,2
Artifact Puzzles Karen Kunc Verse From Macrocosmica Artifact Puzzles Pablo Picasso The Stranded Fish,Artifact,,120,110,Hard,Average,2
Artifact Puzzles Kevin Sloan The Worrier Artifact Puzzles Martin Heade Two Hummingbirds At Nest,Artifact,,427,289,A-Easy,Hard,2
Artifact Puzzles Kessel Shells Artifact Puzzles Old Venice Map,Artifact,,54,91,Hard,Really-Hard,2
Artifact Puzzles Roch Urbaniak Sage Of Yamatai Artifact Puzzles Angie Rees Boobie Trapped,Artifact,,346,340,Average,A-Easy,2
Artifact Puzzles Nadiezda Nocturne Artifact Puzzles Vikram Madan Short-Lived Balloon,Artifact,,157,162,Average,Average,2
Artifact Puzzles Randal Spangler Some Enchanted Evening Artifact Puzzles Justin Hillgrove Imps And Monsters,Artifact,,422,442,Really-Hard,A-Easy,2
Ecru Puzzles Grant Haffner Sunset On Old Montauk Highway Ecru Puzzles Kristian Adam Galapalooga Bay,Ecru,,282,291,Average,A-Easy,2
Artifact Puzzles Roch Urbaniak Bosfor Artifact Puzzles Andre Derain Les Voiles Rouges,Artifact,,214,143,Really-Hard,Average,2
Ecru Puzzles William Penhallow Henderson Lucero Place Artifact Puzzles Georges Seurat Grand Jatte,Artifact,Ecru,385,482,Hard,Average,2
DaVici Puzzles Diana Zimens City Of Cats ,DaVici,,700,,Average,Average,1
"Nikolyaaa Red Boats Wheelgiant Balancing Boulder, Northern Territory, Australia",Other-Hand-cut,Other-Laser-cut,249,425,Average,Average,2
Artifact Puzzles Yuri Gorbachev Two Cats Artifact Puzzles Vladstudio Owl Internet Cafe,Artifact,,314,204,A-Easy,A-Easy,2
"Nautilus Puzzles Mother Earth Nautilus Puzzles Antelope Canyon, Arizona",Nautilus,,222,181,Average,Average,2
Artifact Puzzles Jethro Buck Wild Things ,Artifact,,539,,Hard,Average,1
Artifact Puzzles Nancy Bogni Olde Holland Artifact Puzzles Bruegel Netherlandish Proverbs,Artifact,,303,317,Hard,Hard,2
Artifact Puzzles Kevin Sloan Burden of Formality Artifact Puzzles Nadiezda Night Ship,Artifact,,432,283,A-Easy,Average,2
Ecru Puzzles Rachell Sumpter Wild Moor Artifact Puzzles Vikram Madan Night Of The Mystic Moons,Artifact,Ecru,260,338,Hard,Average,2
Artifact Puzzles Fra Angelico Adoration Of The Magi Artifact Puzzles Iwona Lifsches Merry Christmas,Artifact,,208,242,Average,A-Easy,2
Ecru Puzzles Layers Of Afternoon Ecru Puzzles William Penhallow Henderson Luceros Place,Ecru,,287,385,Average,A-Easy,2
Ecru Puzzles William Penhallow Henderson Lucero Place Artifact Puzzles Jonik Rapunzel ,Artifact,Ecru,385,411,A-Easy,A-Easy,2
Artifact Puzzles Fra Angelico Adoration Of The Magi Artifact Puzzles Eric Joyner Tiki Misadventure,Artifact,,208,540,Average,A-Easy,2
Artifact Puzzles Jan Brueghel The Younger Music Room Artifact Puzzles Isabelle Plante La Connaissance,Artifact,,287,379,Average,Average,2
Artifact Puzzles Outsider Insider Artifact Puzzles Sophie Taeuber-Arp Composition,Artifact,,409,302,Average,Average,2
Artifact Puzzles Galaxy Trucker Artifact Puzzles Paul Bond Octopus,Artifact,,198,140,Average,Average,2
Artifact Puzzles Utagawa Kuniyoshi Cats Artifact Puzzles Outsider Insider,Artifact,,258,409,Hard,Hard,2
Artifact Puzzles Van Gogh Boats Artifact Puzzles Rekunenko Charming Village,Artifact,,325,282,Hard,A-Easy,2
Artifact Puzzles Gore Icknield Way Artifact Puzzles Charles Courney Curran Lotus Lilies,Artifact,,317,329,A-Easy,Hard,2
Ecru Puzzles Monet Springtime Ecru Puzzles Jonik Sunny November,Ecru,,328,369,A-Easy,A-Easy,2
Artifact Puzzles Bruegel Fall of the Rebel Angels Artifact Puzzles Rosso Angelo,Artifact,,340,228,Average,Average,2
Ecru Puzzles Jonik Sunny November Artifact Puzzles Jan Brueghel The Younger Noah Ark,Artifact,Ecru,369,311,Average,Average,2
Artifact Puzzles Susan Loy Bill Of Rights Artifact Puzzles William Gropper Folklore Map,Artifact,,303,348,Really-Hard,Average,2
Artifact Puzzles Karla Gerard Night Song Artifact Puzzles Dan Dos Santos Stalking the Unicorn,Artifact,,321,303,A-Easy,A-Easy,2
Artifact Puzzles Peruvian Tapestry Artifact Puzzles Susan Loy Marriage Of Two Minds,Artifact,,268,255,Hard,Hard,2
Artifact Puzzles Waterhouse Lady of Shalott Artifact Puzzles Piero Di Cosimo Liberazione Di Andromeda,Artifact,,347,411,Hard,Hard,2
Artifact Puzzles Barnard Dragon Mountain Artifact Puzzles Angie Rees Happy Harbor,Artifact,,277,281,A-Easy,A-Easy,2
Artifact Puzzles Gavin Watson Creature Comforts Artifact Puzzles Kevin Sloan Fragile Habitat,Artifact,,322,360,A-Easy,A-Easy,2
Artifact Puzzles Kevin Sloan Our Gentle Giant Artifact Puzzles Kevin Sloan Consequences of Hypnosis,Artifact,,326,282,Hard,Hard,2
Artifact Puzzles Geoffrey Gersten Poker Tree Artifact Puzzles Kevin Sloan Naughty Bird,Artifact,,288,270,A-Easy,A-Easy,2
Artifact Puzzles Kirby Scudder Palo Alto Map Artifact Puzzles Iwona Lifsches Serenity,Artifact,,418,313,Hard,A-Easy,2
Artifact Puzzles Jonik Troll Toll Artifact Puzzles Angie Rees Happy Harbor,Artifact,,365,281,A-Easy,Average,2
Artifact Puzzles Susan Loy Bill Of Rights Artifact Puzzles Erin Hanson Crystal Grove,Artifact,,303,357,Hard,Really-Hard,2
Artifact Puzzles Roch Urbaniak Sage Of Yamatai Artifact Puzzles Severin Roesen Flower Still Life,Artifact,,346,330,Average,Average,2
Artifact Puzzles Great Robot Migration ,Artifact,,480,,Hard,Average,1
Artifact Puzzles Van Gogh Undergrowth With Two Figures Artifact Puzzles Allen Douglas The Kraken,Artifact,,446,219,Really-Hard,Really-Hard,2
Ecru Puzzles Mystery Puzzle #18 Ecru Puzzles Scott Gustafson Belling The Cat,Ecru,,262,364,Average,Average,2
Artifact Puzzles Van Gogh Sea At Saintes-Maries Artifact Puzzles Monet Summer,Artifact,,211,311,Hard,Hard,2
Artifact Puzzles Matte Stephens Central Park Fifth Avenue Artifact Puzzles APAK Celebrating Nature,Artifact,,439,412,Average,Hard,2
Artifact Puzzles Yuri Gorbachev Two Cats Artifact Puzzles Martin Heade Two Hummingbirds At Nest,Artifact,,314,289,A-Easy,Average,2
Artifact Puzzles Tyukanov Moon Artifact Puzzles Jim Flora Tenement K,Artifact,,300,436,Average,Hard,2
Artifact Puzzles Randal Spangler Fireside Fairytales Artifact Puzzles Diego Mazzeo Mechanical Griffin,Artifact,,364,207,A-Easy,Average,2
Smyth Puzzles Mola Madness TurtleTeasers Peacock Closeup,Other-Hand-cut,,442,170,Really-Hard,A-Easy,2
Artifact Puzzles Haeckel Hummingbirds Artifact Puzzles Guiseppe Arcimboldo Vertumnus,Artifact,,262,314,Average,Hard,2
Ecru Puzzles Allen Gilbert Cram Fishermans Cottage Artifact Puzzles Georgia Okeefe Reflections,Artifact,Ecru,158,205,Average,Hard,2
Artifact Puzzles Matt Lyon Monastery Artifact Puzzles Daniel Merriam Flight of Scarlet,Artifact,,460,364,Really-Hard,Really-Hard,2
